mode,seed,bin_start,bin_end,bin_center,generated_packets,delivered_packets,delivery_ratio,average_hop_count
distributed,20260816,90.0,95.0,92.5,494,494,1.0,8.074898785425102
distributed,20260816,95.0,100.0,97.5,493,493,1.0,7.799188640973631
distributed,20260816,100.0,105.0,102.5,501,500,0.998003992015968,7.654
distributed,20260816,105.0,110.0,107.5,516,431,0.8352713178294574,8.406032482598608
distributed,20260816,110.0,115.0,112.5,494,494,1.0,8.512145748987853
distributed,20260816,115.0,120.0,117.5,490,490,1.0,8.838775510204082
distributed,20260816,120.0,125.0,122.5,508,508,1.0,9.19488188976378
distributed,20260816,125.0,130.0,127.5,492,492,1.0,9.140243902439025
distributed,20260816,130.0,135.0,132.5,504,504,1.0,9.15079365079365
distributed,20260816,135.0,140.0,137.5,507,507,1.0,8.232741617357002
distributed,20260816,140.0,145.0,142.5,501,501,1.0,8.18562874251497
distributed,20260816,145.0,150.0,147.5,502,502,1.0,8.175298804780876
distributed,20260816,150.0,155.0,152.5,495,495,1.0,8.478787878787879
distributed,20260816,155.0,160.0,157.5,494,494,1.0,8.370445344129555
distributed,20260816,160.0,165.0,162.5,497,497,1.0,8.297786720321932
distributed,20260816,165.0,170.0,167.5,510,510,1.0,8.178431372549019
distributed,20260816,170.0,175.0,172.5,502,502,1.0,8.079681274900398
distributed,20260816,175.0,180.0,177.5,501,501,1.0,7.630738522954092
distributed,20260816,180.0,185.0,182.5,495,495,1.0,7.565656565656566
distributed,20260816,185.0,190.0,187.5,497,497,1.0,7.601609657947686
distributed,20260816,190.0,195.0,192.5,511,511,1.0,7.716242661448141
distributed,20260816,195.0,200.0,197.5,417,417,1.0,7.906474820143885
centralized,20260817,0.0,5.0,2.5,0,0,,
centralized,20260817,5.0,10.0,7.5,488,487,0.9979508196721312,8.2217659137577
centralized,20260817,10.0,15.0,12.5,507,506,0.9980276134122288,8.211462450592885
centralized,20260817,15.0,20.0,17.5,500,499,0.998,8.24248496993988
centralized,20260817,20.0,25.0,22.5,493,492,0.9979716024340771,8.024390243902438
centralized,20260817,25.0,30.0,27.5,507,507,1.0,7.680473372781065
centralized,20260817,30.0,35.0,32.5,499,498,0.9979959919839679,7.22289156626506
centralized,20260817,35.0,40.0,37.5,502,501,0.99800796812749,7.235528942115768
centralized,20260817,40.0,45.0,42.5,492,491,0.9979674796747967,7.234215885947047
centralized,20260817,45.0,50.0,47.5,496,496,1.0,7.36491935483871
centralized,20260817,50.0,55.0,52.5,512,510,0.99609375,8.992156862745098
centralized,20260817,55.0,60.0,57.5,496,492,0.9919354838709677,8.859756097560975
centralized,20260817,60.0,65.0,62.5,496,488,0.9838709677419355,8.51639344262295
centralized,20260817,65.0,70.0,67.5,488,483,0.9897540983606558,8.316770186335404
centralized,20260817,70.0,75.0,72.5,503,495,0.9840954274353877,7.929292929292929
centralized,20260817,75.0,80.0,77.5,509,507,0.9960707269155207,8.013806706114398
centralized,20260817,80.0,85.0,82.5,496,487,0.9818548387096774,8.096509240246407
centralized,20260817,85.0,90.0,87.5,496,492,0.9919354838709677,8.172764227642276
centralized,20260817,90.0,95.0,92.5,516,507,0.9825581395348837,7.90138067061144
centralized,20260817,95.0,100.0,97.5,492,481,0.9776422764227642,7.646569646569646
centralized,20260817,100.0,105.0,102.5,503,498,0.9900596421471173,7.335341365461847
centralized,20260817,105.0,110.0,107.5,498,255,0.5120481927710844,7.850980392156862
centralized,20260817,110.0,115.0,112.5,497,249,0.5010060362173038,8.265060240963855
centralized,20260817,115.0,120.0,117.5,510,254,0.4980392156862745,8.452755905511811
centralized,20260817,120.0,125.0,122.5,492,244,0.4959349593495935,8.5
centralized,20260817,125.0,130.0,127.5,496,224,0.45161290322580644,9.111607142857142
centralized,20260817,130.0,135.0,132.5,508,195,0.3838582677165354,7.815384615384615
centralized,20260817,135.0,140.0,137.5,485,166,0.3422680412371134,7.0120481927710845
centralized,20260817,140.0,145.0,142.5,515,191,0.37087378640776697,7.0
centralized,20260817,145.0,150.0,147.5,487,188,0.3860369609856263,6.99468085106383
centralized,20260817,150.0,155.0,152.5,517,513,0.9922630560928434,8.200779727095517
centralized,20260817,155.0,160.0,157.5,494,494,1.0,8.47165991902834
centralized,20260817,160.0,165.0,162.5,498,498,1.0,7.949799196787149
centralized,20260817,165.0,170.0,167.5,503,503,1.0,7.904572564612326
centralized,20260817,170.0,175.0,172.5,501,501,1.0,7.636726546906187
centralized,20260817,175.0,180.0,177.5,488,488,1.0,7.534836065573771
centralized,20260817,180.0,185.0,182.5,512,512,1.0,7.587890625
centralized,20260817,185.0,190.0,187.5,490,490,1.0,7.553061224489796
centralized,20260817,190.0,195.0,192.5,504,504,1.0,7.660714285714286
centralized,20260817,195.0,200.0,197.5,419,419,1.0,7.835322195704057
distributed,20260817,0.0,5.0,2.5,0,0,,
distributed,20260817,5.0,10.0,7.5,484,484,1.0,8.214876033057852
distributed,20260817,10.0,15.0,12.5,492,492,1.0,8.231707317073171
distributed,20260817,15.0,20.0,17.5,512,512,1.0,8.25390625
distributed,20260817,20.0,25.0,22.5,508,508,1.0,8.027559055118111
distributed,20260817,25.0,30.0,27.5,480,480,1.0,7.704166666666667
distributed,20260817,30.0,35.0,32.5,516,516,1.0,7.248062015503876
distributed,20260817,35.0,40.0,37.5,488,488,1.0,7.258196721311475
distributed,20260817,40.0,45.0,42.5,504,504,1.0,7.251984126984127
distributed,20260817,45.0,50.0,47.5,493,493,1.0,7.389452332657201
distributed,20260817,50.0,55.0,52.5,519,519,1.0,9.113680154142582
distributed,20260817,55.0,60.0,57.5,496,496,1.0,8.959677419354838
distributed,20260817,60.0,65.0,62.5,496,496,1.0,8.671370967741936
distributed,20260817,65.0,70.0,67.5,506,506,1.0,8.395256916996047
distributed,20260817,70.0,75.0,72.5,497,497,1.0,8.225352112676056
distributed,20260817,75.0,80.0,77.5,499,499,1.0,8.178356713426854
distributed,20260817,80.0,85.0,82.5,490,490,1.0,8.402040816326531
distributed,20260817,85.0,90.0,87.5,506,506,1.0,8.367588932806324
distributed,20260817,90.0,95.0,92.5,504,504,1.0,8.172619047619047
distributed,20260817,95.0,100.0,97.5,494,494,1.0,7.9271255060728745
distributed,20260817,100.0,105.0,102.5,498,498,1.0,7.437751004016064
distributed,20260817,105.0,110.0,107.5,510,414,0.8117647058823529,8.243961352657005
distributed,20260817,110.0,115.0,112.5,488,488,1.0,8.60655737704918
distributed,20260817,115.0,120.0,117.5,511,511,1.0,8.855185909980431
distributed,20260817,120.0,125.0,122.5,489,489,1.0,8.758691206543967
distributed,20260817,125.0,130.0,127.5,500,500,1.0,9.096
distributed,20260817,130.0,135.0,132.5,497,497,1.0,9.03420523138833
distributed,20260817,135.0,140.0,137.5,519,519,1.0,8.396917148362235
distributed,20260817,140.0,145.0,142.5,498,498,1.0,8.196787148594378
distributed,20260817,145.0,150.0,147.5,488,488,1.0,8.23360655737705
distributed,20260817,150.0,155.0,152.5,502,502,1.0,8.127490039840637
distributed,20260817,155.0,160.0,157.5,500,500,1.0,8.492
distributed,20260817,160.0,165.0,162.5,506,506,1.0,7.877470355731226
distributed,20260817,165.0,170.0,167.5,506,506,1.0,7.909090909090909
distributed,20260817,170.0,175.0,172.5,493,493,1.0,7.640973630831643
distributed,20260817,175.0,180.0,177.5,507,507,1.0,7.544378698224852
distributed,20260817,180.0,185.0,182.5,489,489,1.0,7.59918200408998
distributed,20260817,185.0,190.0,187.5,497,497,1.0,7.631790744466801
distributed,20260817,190.0,195.0,192.5,506,506,1.0,7.673913043478261
distributed,20260817,195.0,200.0,197.5,419,419,1.0,7.758949880668258
centralized,20260818,0.0,5.0,2.5,0,0,,
centralized,20260818,5.0,10.0,7.5,496,496,1.0,8.28225806451613
centralized,20260818,10.0,15.0,12.5,492,492,1.0,8.247967479674797
centralized,20260818,15.0,20.0,17.5,494,493,0.9979757085020243,8.137931034482758
centralized,20260818,20.0,25.0,22.5,510,508,0.996078431372549,7.921259842519685
centralized,20260818,25.0,30.0,27.5,498,498,1.0,7.785140562248996
centralized,20260818,30.0,35.0,32.5,502,502,1.0,7.2848605577689245
centralized,20260818,35.0,40.0,37.5,486,486,1.0,7.242798353909465
centralized,20260818,40.0,45.0,42.5,512,512,1.0,7.25390625
centralized,20260818,45.0,50.0,47.5,498,498,1.0,7.317269076305221
centralized,20260818,50.0,55.0,52.5,507,504,0.9940828402366864,8.847222222222221
centralized,20260818,55.0,60.0,57.5,497,495,0.9959758551307847,8.684848484848485
centralized,20260818,60.0,65.0,62.5,485,484,0.9979381443298969,8.481404958677686
centralized,20260818,65.0,70.0,67.5,515,510,0.9902912621359223,8.201960784313725
centralized,20260818,70.0,75.0,72.5,504,502,0.996031746031746,8.087649402390438
centralized,20260818,75.0,80.0,77.5,492,489,0.9939024390243902,8.14519427402863
centralized,20260818,80.0,85.0,82.5,508,506,0.9960629921259843,7.972332015810276
centralized,20260818,85.0,90.0,87.5,486,480,0.9876543209876543,7.99375
centralized,20260818,90.0,95.0,92.5,512,503,0.982421875,8.03976143141153
centralized,20260818,95.0,100.0,97.5,500,495,0.99,7.791919191919192
centralized,20260818,100.0,105.0,102.5,497,491,0.9879275653923542,7.513238289205702
centralized,20260818,105.0,110.0,107.5,489,247,0.5051124744376279,7.8785425101214575
centralized,20260818,110.0,115.0,112.5,510,254,0.4980392156862745,8.358267716535433
centralized,20260818,115.0,120.0,117.5,496,244,0.49193548387096775,8.53688524590164
centralized,20260818,120.0,125.0,122.5,506,237,0.4683794466403162,8.632911392405063
centralized,20260818,125.0,130.0,127.5,488,215,0.4405737704918033,9.074418604651163
centralized,20260818,130.0,135.0,132.5,502,171,0.34063745019920316,7.760233918128655
centralized,20260818,135.0,140.0,137.5,512,173,0.337890625,7.0
centralized,20260818,140.0,145.0,142.5,486,168,0.345679012345679,7.0
centralized,20260818,145.0,150.0,147.5,508,192,0.3779527559055118,7.0
centralized,20260818,150.0,155.0,152.5,503,503,1.0,8.510934393638172
centralized,20260818,155.0,160.0,157.5,505,505,1.0,8.326732673267326
centralized,20260818,160.0,165.0,162.5,498,498,1.0,7.985943775100401
centralized,20260818,165.0,170.0,167.5,496,496,1.0,7.850806451612903
centralized,20260818,170.0,175.0,172.5,496,496,1.0,7.782258064516129
centralized,20260818,175.0,180.0,177.5,502,502,1.0,7.607569721115538
centralized,20260818,180.0,185.0,182.5,508,508,1.0,7.570866141732283
centralized,20260818,185.0,190.0,187.5,495,495,1.0,7.763636363636364
centralized,20260818,190.0,195.0,192.5,488,488,1.0,8.014344262295081
centralized,20260818,195.0,200.0,197.5,426,426,1.0,8.307511737089202
distributed,20260818,0.0,5.0,2.5,0,0,,
distributed,20260818,5.0,10.0,7.5,493,493,1.0,8.267748478701826
distributed,20260818,10.0,15.0,12.5,501,501,1.0,8.269461077844312
distributed,20260818,15.0,20.0,17.5,495,495,1.0,8.163636363636364
distributed,20260818,20.0,25.0,22.5,499,499,1.0,7.895791583166333
distributed,20260818,25.0,30.0,27.5,507,507,1.0,7.794871794871795
distributed,20260818,30.0,35.0,32.5,489,489,1.0,7.284253578732106
distributed,20260818,35.0,40.0,37.5,512,512,1.0,7.25
distributed,20260818,40.0,45.0,42.5,482,482,1.0,7.246887966804979
distributed,20260818,45.0,50.0,47.5,510,510,1.0,7.319607843137255
distributed,20260818,50.0,55.0,52.5,506,506,1.0,8.99802371541502
distributed,20260818,55.0,60.0,57.5,484,484,1.0,8.811983471074381
distributed,20260818,60.0,65.0,62.5,512,512,1.0,8.509765625
distributed,20260818,65.0,70.0,67.5,506,506,1.0,8.337944664031621
distributed,20260818,70.0,75.0,72.5,497,497,1.0,8.126760563380282
distributed,20260818,75.0,80.0,77.5,487,487,1.0,8.182751540041068
distributed,20260818,80.0,85.0,82.5,508,508,1.0,8.0748031496063
distributed,20260818,85.0,90.0,87.5,492,492,1.0,8.247967479674797
distributed,20260818,90.0,95.0,92.5,512,512,1.0,8.36328125
distributed,20260818,95.0,100.0,97.5,490,490,1.0,7.887755102040816
distributed,20260818,100.0,105.0,102.5,510,510,1.0,7.854901960784313
distributed,20260818,105.0,110.0,107.5,487,395,0.811088295687885,8.420253164556962
distributed,20260818,110.0,115.0,112.5,511,511,1.0,8.71624266144814
distributed,20260818,115.0,120.0,117.5,506,506,1.0,8.826086956521738
distributed,20260818,120.0,125.0,122.5,484,483,0.9979338842975206,9.066252587991718
distributed,20260818,125.0,130.0,127.5,511,511,1.0,9.172211350293543
distributed,20260818,130.0,135.0,132.5,500,500,1.0,9.148
distributed,20260818,135.0,140.0,137.5,492,492,1.0,8.359756097560975
distributed,20260818,140.0,145.0,142.5,513,513,1.0,8.30214424951267
distributed,20260818,145.0,150.0,147.5,492,492,1.0,8.199186991869919
distributed,20260818,150.0,155.0,152.5,506,506,1.0,8.612648221343873
distributed,20260818,155.0,160.0,157.5,491,491,1.0,8.40325865580448
distributed,20260818,160.0,165.0,162.5,508,508,1.0,7.913385826771654
distributed,20260818,165.0,170.0,167.5,495,495,1.0,7.824242424242424
distributed,20260818,170.0,175.0,172.5,504,504,1.0,7.7023809523809526
distributed,20260818,175.0,180.0,177.5,502,502,1.0,7.605577689243028
distributed,20260818,180.0,185.0,182.5,498,498,1.0,7.606425702811245
distributed,20260818,185.0,190.0,187.5,494,494,1.0,7.813765182186235
distributed,20260818,190.0,195.0,192.5,509,509,1.0,8.017681728880158
distributed,20260818,195.0,200.0,197.5,418,418,1.0,8.232057416267942
centralized,20260819,0.0,5.0,2.5,0,0,,
centralized,20260819,5.0,10.0,7.5,485,485,1.0,8.230927835051546
centralized,20260819,10.0,15.0,12.5,511,511,1.0,8.234833659491194
centralized,20260819,15.0,20.0,17.5,493,492,0.9979716024340771,8.178861788617887
centralized,20260819,20.0,25.0,22.5,495,494,0.997979797979798,7.91497975708502
centralized,20260819,25.0,30.0,27.5,504,503,0.998015873015873,7.940357852882704
centralized,20260819,30.0,35.0,32.5,496,496,1.0,7.318548387096774
centralized,20260819,35.0,40.0,37.5,510,510,1.0,7.254901960784314
centralized,20260819,40.0,45.0,42.5,497,497,1.0,7.3199195171026155
centralized,20260819,45.0,50.0,47.5,488,488,1.0,7.381147540983607
centralized,20260819,50.0,55.0,52.5,513,512,0.9980506822612085,8.904296875
centralized,20260819,55.0,60.0,57.5,488,486,0.9959016393442623,8.74485596707819
centralized,20260819,60.0,65.0,62.5,500,494,0.988,8.510121457489879
centralized,20260819,65.0,70.0,67.5,516,512,0.9922480620155039,8.390625
centralized,20260819,70.0,75.0,72.5,484,482,0.9958677685950413,8.340248962655602
centralized,20260819,75.0,80.0,77.5,508,504,0.9921259842519685,8.347222222222221
centralized,20260819,80.0,85.0,82.5,498,493,0.9899598393574297,8.109533468559837
centralized,20260819,85.0,90.0,87.5,502,491,0.9780876494023905,7.824847250509165
centralized,20260819,90.0,95.0,92.5,492,485,0.9857723577235772,7.6474226804123715
centralized,20260819,95.0,100.0,97.5,509,499,0.9803536345776032,7.715430861723447
centralized,20260819,100.0,105.0,102.5,507,501,0.9881656804733728,7.463073852295409
centralized,20260819,105.0,110.0,107.5,491,251,0.5112016293279023,7.820717131474104
centralized,20260819,110.0,115.0,112.5,509,253,0.49705304518664045,7.980237154150197
centralized,20260819,115.0,120.0,117.5,484,238,0.49173553719008267,9.445378151260504
centralized,20260819,120.0,125.0,122.5,508,246,0.484251968503937,9.170731707317072
centralized,20260819,125.0,130.0,127.5,502,228,0.4541832669322709,9.425438596491228
centralized,20260819,130.0,135.0,132.5,505,183,0.36237623762376237,7.622950819672131
centralized,20260819,135.0,140.0,137.5,481,170,0.35343035343035345,7.0
centralized,20260819,140.0,145.0,142.5,512,202,0.39453125,7.0
centralized,20260819,145.0,150.0,147.5,504,214,0.4246031746031746,7.0
centralized,20260819,150.0,155.0,152.5,504,504,1.0,8.28968253968254
centralized,20260819,155.0,160.0,157.5,492,492,1.0,8.241869918699187
centralized,20260819,160.0,165.0,162.5,494,494,1.0,8.066801619433198
centralized,20260819,165.0,170.0,167.5,510,510,1.0,7.735294117647059
centralized,20260819,170.0,175.0,172.5,493,493,1.0,7.801217038539554
centralized,20260819,175.0,180.0,177.5,511,511,1.0,7.608610567514677
centralized,20260819,180.0,185.0,182.5,489,489,1.0,7.54601226993865
centralized,20260819,185.0,190.0,187.5,496,496,1.0,7.556451612903226
centralized,20260819,190.0,195.0,192.5,507,507,1.0,7.790927021696253
centralized,20260819,195.0,200.0,197.5,420,420,1.0,7.957142857142857
distributed,20260819,0.0,5.0,2.5,0,0,,
distributed,20260819,5.0,10.0,7.5,491,491,1.0,8.226069246435845
distributed,20260819,10.0,15.0,12.5,493,493,1.0,8.253549695740364
distributed,20260819,15.0,20.0,17.5,510,510,1.0,8.176470588235293
distributed,20260819,20.0,25.0,22.5,490,490,1.0,7.942857142857143
distributed,20260819,25.0,30.0,27.5,512,512,1.0,7.94921875
distributed,20260819,30.0,35.0,32.5,500,500,1.0,7.312
distributed,20260819,35.0,40.0,37.5,493,493,1.0,7.261663286004056
distributed,20260819,40.0,45.0,42.5,499,499,1.0,7.306613226452906
distributed,20260819,45.0,50.0,47.5,508,508,1.0,7.405511811023622
distributed,20260819,50.0,55.0,52.5,492,491,0.9979674796747967,9.317718940936864
distributed,20260819,55.0,60.0,57.5,502,502,1.0,8.818725099601593
distributed,20260819,60.0,65.0,62.5,490,490,1.0,8.693877551020408
distributed,20260819,65.0,70.0,67.5,508,508,1.0,8.551181102362206
distributed,20260819,70.0,75.0,72.5,505,505,1.0,8.388118811881188
distributed,20260819,75.0,80.0,77.5,498,498,1.0,8.461847389558233
distributed,20260819,80.0,85.0,82.5,501,501,1.0,8.347305389221557
distributed,20260819,85.0,90.0,87.5,484,484,1.0,8.442148760330578
distributed,20260819,90.0,95.0,92.5,519,519,1.0,7.830443159922929
distributed,20260819,95.0,100.0,97.5,485,485,1.0,7.8391752577319584
distributed,20260819,100.0,105.0,102.5,498,498,1.0,7.765060240963855
distributed,20260819,105.0,110.0,107.5,514,422,0.8210116731517509,8.27962085308057
distributed,20260819,110.0,115.0,112.5,488,488,1.0,8.524590163934427
distributed,20260819,115.0,120.0,117.5,512,512,1.0,9.21484375
distributed,20260819,120.0,125.0,122.5,488,488,1.0,9.12704918032787
distributed,20260819,125.0,130.0,127.5,508,508,1.0,9.346456692913385
distributed,20260819,130.0,135.0,132.5,508,508,1.0,9.007874015748031
distributed,20260819,135.0,140.0,137.5,497,497,1.0,8.257545271629779
distributed,20260819,140.0,145.0,142.5,499,499,1.0,8.206412825651302
distributed,20260819,145.0,150.0,147.5,488,488,1.0,8.020491803278688
distributed,20260819,150.0,155.0,152.5,504,504,1.0,8.41468253968254
distributed,20260819,155.0,160.0,157.5,507,507,1.0,8.285996055226825
distributed,20260819,160.0,165.0,162.5,502,502,1.0,8.055776892430279
distributed,20260819,165.0,170.0,167.5,499,499,1.0,7.781563126252505
distributed,20260819,170.0,175.0,172.5,503,503,1.0,7.789264413518887
distributed,20260819,175.0,180.0,177.5,495,495,1.0,7.63030303030303
distributed,20260819,180.0,185.0,182.5,498,498,1.0,7.528112449799197
distributed,20260819,185.0,190.0,187.5,494,494,1.0,7.580971659919029
distributed,20260819,190.0,195.0,192.5,506,506,1.0,7.6857707509881426
distributed,20260819,195.0,200.0,197.5,422,422,1.0,7.855450236966824
centralized,20260820,0.0,5.0,2.5,0,0,,
centralized,20260820,5.0,10.0,7.5,484,484,1.0,8.276859504132231
centralized,20260820,10.0,15.0,12.5,512,512,1.0,8.25
centralized,20260820,15.0,20.0,17.5,486,485,0.9979423868312757,8.183505154639175
centralized,20260820,20.0,25.0,22.5,510,510,1.0,7.962745098039216
centralized,20260820,25.0,30.0,27.5,504,504,1.0,7.880952380952381
centralized,20260820,30.0,35.0,32.5,488,488,1.0,7.282786885245901
centralized,20260820,35.0,40.0,37.5,508,508,1.0,7.244094488188976
centralized,20260820,40.0,45.0,42.5,488,488,1.0,7.25
centralized,20260820,45.0,50.0,47.5,516,516,1.0,7.3062015503875966
centralized,20260820,50.0,55.0,52.5,484,483,0.9979338842975206,8.973084886128364
centralized,20260820,55.0,60.0,57.5,508,506,0.9960629921259843,8.968379446640316
centralized,20260820,60.0,65.0,62.5,492,488,0.991869918699187,8.668032786885245
centralized,20260820,65.0,70.0,67.5,512,508,0.9921875,8.37007874015748
centralized,20260820,70.0,75.0,72.5,494,491,0.9939271255060729,8.040733197556008
centralized,20260820,75.0,80.0,77.5,502,498,0.9920318725099602,8.04417670682731
centralized,20260820,80.0,85.0,82.5,508,502,0.9881889763779528,8.01394422310757
centralized,20260820,85.0,90.0,87.5,500,494,0.988,8.208502024291498
centralized,20260820,90.0,95.0,92.5,496,483,0.9737903225806451,7.786749482401656
centralized,20260820,95.0,100.0,97.5,498,495,0.9939759036144579,7.416161616161616
centralized,20260820,100.0,105.0,102.5,488,483,0.9897540983606558,7.3602484472049685
centralized,20260820,105.0,110.0,107.5,514,270,0.5252918287937743,7.9037037037037035
centralized,20260820,110.0,115.0,112.5,490,246,0.5020408163265306,8.0
centralized,20260820,115.0,120.0,117.5,506,253,0.5,8.367588932806324
centralized,20260820,120.0,125.0,122.5,506,238,0.47035573122529645,8.878151260504202
centralized,20260820,125.0,130.0,127.5,485,220,0.4536082474226804,8.954545454545455
centralized,20260820,130.0,135.0,132.5,511,192,0.37573385518590996,7.697916666666667
centralized,20260820,135.0,140.0,137.5,506,180,0.3557312252964427,7.0
centralized,20260820,140.0,145.0,142.5,495,195,0.3939393939393939,7.0
centralized,20260820,145.0,150.0,147.5,489,214,0.4376278118609407,7.046728971962617
centralized,20260820,150.0,155.0,152.5,508,508,1.0,8.145669291338583
centralized,20260820,155.0,160.0,157.5,496,496,1.0,8.17741935483871
centralized,20260820,160.0,165.0,162.5,498,498,1.0,7.901606425702811
centralized,20260820,165.0,170.0,167.5,506,506,1.0,7.760869565217392
centralized,20260820,170.0,175.0,172.5,508,508,1.0,7.551181102362205
centralized,20260820,175.0,180.0,177.5,482,482,1.0,7.580912863070539
centralized,20260820,180.0,185.0,182.5,513,513,1.0,7.4678362573099415
centralized,20260820,185.0,190.0,187.5,491,491,1.0,7.572301425661914
centralized,20260820,190.0,195.0,192.5,514,514,1.0,7.784046692607004
centralized,20260820,195.0,200.0,197.5,410,410,1.0,7.9365853658536585
distributed,20260820,0.0,5.0,2.5,0,0,,
distributed,20260820,5.0,10.0,7.5,490,490,1.0,8.283673469387756
distributed,20260820,10.0,15.0,12.5,495,495,1.0,8.252525252525253
distributed,20260820,15.0,20.0,17.5,501,501,1.0,8.211576846307386
distributed,20260820,20.0,25.0,22.5,510,510,1.0,8.003921568627451
distributed,20260820,25.0,30.0,27.5,494,494,1.0,7.896761133603239
distributed,20260820,30.0,35.0,32.5,492,492,1.0,7.286585365853658
distributed,20260820,35.0,40.0,37.5,514,514,1.0,7.249027237354086
distributed,20260820,40.0,45.0,42.5,496,496,1.0,7.25
distributed,20260820,45.0,50.0,47.5,490,490,1.0,7.3040816326530615
distributed,20260820,50.0,55.0,52.5,514,514,1.0,9.058365758754864
distributed,20260820,55.0,60.0,57.5,493,493,1.0,9.095334685598377
distributed,20260820,60.0,65.0,62.5,488,488,1.0,8.795081967213115
distributed,20260820,65.0,70.0,67.5,516,516,1.0,8.531007751937985
distributed,20260820,70.0,75.0,72.5,486,486,1.0,8.141975308641975
distributed,20260820,75.0,80.0,77.5,514,514,1.0,8.149805447470817
distributed,20260820,80.0,85.0,82.5,495,495,1.0,8.2
distributed,20260820,85.0,90.0,87.5,494,494,1.0,8.334008097165992
distributed,20260820,90.0,95.0,92.5,510,510,1.0,8.18235294117647
distributed,20260820,95.0,100.0,97.5,496,496,1.0,7.495967741935484
distributed,20260820,100.0,105.0,102.5,508,508,1.0,7.53740157480315
distributed,20260820,105.0,110.0,107.5,496,424,0.8548387096774194,8.419811320754716
distributed,20260820,110.0,115.0,112.5,500,500,1.0,8.472
distributed,20260820,115.0,120.0,117.5,504,504,1.0,8.744047619047619
distributed,20260820,120.0,125.0,122.5,484,484,1.0,9.082644628099173
distributed,20260820,125.0,130.0,127.5,516,516,1.0,9.131782945736434
distributed,20260820,130.0,135.0,132.5,490,490,1.0,9.036734693877552
distributed,20260820,135.0,140.0,137.5,500,500,1.0,8.276
distributed,20260820,140.0,145.0,142.5,501,501,1.0,8.145708582834331
distributed,20260820,145.0,150.0,147.5,509,509,1.0,8.072691552062869
distributed,20260820,150.0,155.0,152.5,496,496,1.0,8.19758064516129
distributed,20260820,155.0,160.0,157.5,496,496,1.0,8.171370967741936
distributed,20260820,160.0,165.0,162.5,496,496,1.0,7.846774193548387
distributed,20260820,165.0,170.0,167.5,508,508,1.0,7.724409448818897
distributed,20260820,170.0,175.0,172.5,490,490,1.0,7.561224489795919
distributed,20260820,175.0,180.0,177.5,498,498,1.0,7.502008032128514
distributed,20260820,180.0,185.0,182.5,508,508,1.0,7.450787401574803
distributed,20260820,185.0,190.0,187.5,500,500,1.0,7.556
distributed,20260820,190.0,195.0,192.5,499,499,1.0,7.865731462925852
distributed,20260820,195.0,200.0,197.5,429,429,1.0,7.876456876456876
